Date,Temperature,Target,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6,Temp_7
1981-01-07,15.8,1,2.339186985180666,1.6531886696826814,1.8751543629036302,0.8436417382397643,1.1388264375481028,1.1388418423534459,1.1392018425115529
1981-01-08,17.4,1,1.6516965585467012,1.8743123380211468,0.8429251452216889,1.1386923327255634,1.1388264375481028,1.1388418423534459,1.5326853983515616
1981-01-09,21.8,1,1.872675624250476,0.8424018857749769,1.137847778845101,1.1386923327255634,1.1388264375481028,1.5322663130984464,2.6147651769115874
1981-01-10,20.0,1,0.8414399842995288,1.1372334435595972,1.137847778845101,1.1386923327255634,1.5322479176294228,2.6141836076472,2.172096176591577
1981-01-11,16.2,1,1.136078738571228,1.1372334435595972,1.137847778845101,1.5320931253732948,2.614156987853055,2.171581078059073,1.237572731471555
1981-01-12,13.3,1,1.136078738571228,1.1372334435595972,1.5310779570096493,2.6139453051545583,2.171557822761569,1.2371979600396958,0.5243837865115386
1981-01-13,16.7,1,1.136078738571228,1.5303421872724232,2.6124609469621594,2.1713694134258597,1.2371818075684324,0.5241161068143819,1.3605363426715578
1981-01-14,21.5,1,1.5289304109334931,2.611391232482697,2.1700769965270417,1.2370425308874962,0.5241053749210394,1.3601431071475085,2.5409870101915857
1981-01-15,25.0,1,2.609272509929724,2.1691438958057665,1.236155323386238,0.5240035942134824,1.3601260200938452,2.5404165193825117,3.4017322885916057
1981-01-16,20.7,1,2.167314378522175,1.2355106294878033,0.5234256254629932,1.3599802785899122,2.540390460337807,3.4010325491372013,2.344245232271581
1981-01-17,20.6,1,1.2342916566617943,0.5230010315083056,1.3590397540626593,2.540182656533108,3.400999948015696,2.343704284010011,2.3196525100315806
1981-01-18,24.8,1,0.5222480005051883,1.3583571118980617,2.5387302885563066,3.4007468904500215,2.3436797202971467,2.319115254588449,3.352546844111605
1981-01-19,17.7,1,1.357057804275002,2.5376833430365417,3.398921303291257,2.343482260209242,2.3190908777920645,3.3518544902940763,1.6064635650715635
1981-01-20,15.5,1,2.535612821361799,3.39760871990835,2.3421151994740317,2.318894710668759,3.351822263005531,1.6060334013631343,1.0654236757915512
1981-01-21,18.2,1,3.394975854654255,2.341128971180128,2.317538313338748,3.3515717913690555,1.6060144451446705,1.065074754088758,1.7294271762715665
1981-01-22,12.1,1,2.339186985180666,2.316559674698077,3.3497675310206887,1.6058557739947448,1.0650599100328548,1.728978548470947,0.22927111963153143
1981-01-23,14.4,1,2.3146337556580248,3.3484701269442465,1.6048086154155023,1.0649296841041136,1.728958657670083,0.22904775375563086,0.7949037311515448
1981-01-24,16.0,1,3.345869395608972,1.6040500767185784,1.0641171204392479,1.728793521697161,0.22903926486004866,0.79459543045157,1.188387286991554
1981-01-25,16.5,1,1.6025900995014182,1.0635255541134419,1.727693046091924,0.2289529997276832,0.7945826424769471,1.1880199011965709,1.311350898191557
1981-01-26,18.7,1,1.0624190500033033,1.7268965591288366,0.22850299183958125,0.794466639158798,1.1880041225582676,1.3109650483043838,1.8523907874715693
1981-01-27,19.4,1,1.7253562471146262,0.2281694737236854,0.7937713729511205,1.1878674318065299,1.3109483350836804,1.85192369557876,2.0245398431515733
1981-01-28,17.2,1,0.22760924623348888,0.7932632928108738,1.1870015511156693,1.310805179508946,1.8519028701954958,2.024046901529698,1.4834999538715608
1981-01-29,15.5,1,0.7923335252542457,1.1863720365237003,1.309885981792091,1.851731269399577,2.024024767731073,1.4830882542553214,1.0654236757915512
1981-01-30,15.1,1,1.1851851976165113,1.3092185189339585,1.8505774767683456,2.0238441161829597,1.4830702326192577,1.065074754088758,0.9670527868315487
1981-01-31,15.4,1,1.3079513452297191,1.849743041539095,2.0226156797153356,1.4829180262923285,1.0650599100328548,0.9667186364025077,1.0408309535515505
1981-02-01,15.3,1,1.848122394727834,2.021728116913456,1.481924184739081,1.0649296841041136,0.9667045400125247,1.0404857246671955,1.01623823131155
1981-02-02,18.8,1,2.019995001386325,1.48120359430832,1.0641171204392479,0.9665794859421805,1.0404710675277724,1.0158966952456332,1.8769835097115701
1981-02-03,21.9,1,1.4798239518882101,1.0635255541134419,0.9658095758981106,1.0403421345636303,1.01588222502269,1.8765127250003228,2.6393578991515874
1981-02-04,19.9,1,1.0624190500033033,0.9652483681852352,1.0395402343039637,1.0157545850231473,1.8764917127005787,2.6387726370687616,2.147503454351576
1981-02-05,16.6,1,0.9642061319127367,1.0389562576313904,1.0149633481686795,1.8763188189400608,2.6387458303581366,2.1469920486375105,1.3359436204315578
1981-02-06,16.8,1,1.0378658204806617,1.0143869611493388,1.8751543629036302,2.6385328546950406,2.146968980256486,1.3355540777259465,1.3851290649115586
1981-02-07,14.6,1,1.0133125909580203,1.8743123380211468,2.6370378330974433,2.146781863885376,1.3355371775887632,1.3847321365690715,0.8440891756315458
1981-02-08,17.1,1,1.872675624250476,2.635960528964748,2.1455001103917573,1.3353927290494296,1.384714862598928,0.8437734892946949,1.4589072316315606
1981-02-09,25.0,1,2.633825739452365,2.1445745993237146,1.3344628679273756,1.384567828130396,0.843760327487112,1.4584992248337594,3.4017322885916057
1981-02-10,15.0,1,2.1427611489995333,1.3337878154160105,1.383616640197944,0.8436417382397643,1.4584813901141758,3.4010325491372013,0.9424600645915482
1981-02-11,13.7,1,1.3325045747523612,1.3829264083801138,0.8429251452216889,1.458330476751846,3.400999948015696,0.9421296069809453,0.6227546754715405
1981-02-12,13.9,1,1.3816110337976442,0.8424018857749769,1.4573472986037972,3.4007468904500215,0.9421156975074423,0.6224722245006318,0.671940119951542
1981-02-13,18.3,1,0.8414399842995288,1.456634297826269,3.398921303291257,0.9419919364016973,0.6224607449413692,0.6716502833437572,1.7540198985115674
1981-02-14,22.0,1,1.4552707223655692,3.39760871990835,0.9412326897628263,0.622353792375415,0.6716384299515344,1.75356757789251,2.6639506213915882
1981-02-15,22.1,1,3.394975854654255,0.9406790717031837,0.6217331700041301,0.6715288914563817,1.7535475001751661,2.6633616664903244,2.6885433436315895
1981-02-16,21.2,1,0.9396529023900952,0.6212782174365119,0.670886942274699,1.7533810712376445,2.6633346728632197,2.6879506959118875,2.4672088434715835
1981-02-17,18.4,1,0.6204609185957544,0.6704168104006155,1.7522699322272086,2.6631204042355243,2.6879235153683023,2.466649431117824,1.7786126207515673
1981-02-18,16.6,1,0.6695673776410378,1.7514658556108886,2.6616147192327277,2.687707953776008,2.466623932822559,1.778156607314072,1.3359436204315578
1981-02-19,16.1,1,1.749909476637268,2.6605298254467997,2.6861916053680126,2.4664200079116583,1.7781363426802481,1.3355540777259465,1.2129800092315548
1981-02-20,15.7,1,2.658378968975007,2.685099121928852,2.4649996301504533,1.7779686207781273,1.3355371775887632,1.2126089306181338,1.114609120271552
1981-02-21,16.6,1,2.682932198497649,2.4639754535903866,1.7768468183624924,1.3353927290494296,1.2125929650633505,1.114252812931883,1.3359436204315578
1981-02-22,16.5,1,2.461953132793874,1.7760351520929398,1.3344628679273756,1.2124549813470133,1.11423759504302,1.3355540777259465,1.311350898191557
1981-02-23,14.4,1,1.7744627061599092,1.3337878154160105,1.2115784372509542,1.1141047831850799,1.3355371775887632,1.3109650483043838,0.7949037311515448
1981-02-24,14.4,1,1.3325045747523612,1.2109413330057524,1.1132708927098163,1.3353927290494296,1.3109483350836804,0.79459543045157,0.7949037311515448
1981-02-25,18.5,1,1.2097384271391531,1.1126641470775451,1.3344628679273756,1.310805179508946,0.7945826424769471,0.79459543045157,1.8032053429915684
1981-02-26,16.9,1,1.1115255090485863,1.3337878154160105,1.309885981792091,0.794466639158798,0.7945826424769471,1.802745636735635,1.4097217871515588
1981-02-27,17.5,1,1.3325045747523612,1.3092185189339585,0.7937713729511205,0.794466639158798,1.802725185185331,1.4093211659906335,1.5572781205915627
1981-02-28,21.2,1,1.3079513452297191,0.7932632928108738,0.7937713729511205,1.8025561703186108,1.40930370510401,1.5568553425200093,2.4672088434715835
1981-03-01,17.8,1,0.7923335252542457,0.7932632928108738,1.801423704497777,1.4091553776708787,1.5568367601345057,2.466649431117824,1.6310562873115644
